Airlines,Total_Stops,Price,Duration,Destination,Date
"Tunisair, Luxair",1,162 €,10h 00min,LUX,2025-01-30
Plusieurs compagnies,2,109 €,14h 10min,LUX,2025-01-30
Plusieurs compagnies,2,120 €,12h 00min,LUX,2025-01-30
ITA Airways,1,293 €,5h 00min,LUX,2025-01-30
"Tunisair, Luxair",1,184 €,10h 00min,LUX,2025-01-30
"Tunisair, ITA Airways",1,186 €,10h 00min,LUX,2025-01-30
"ITA Airways, SWISS",2,231 €,6h 50min,LUX,2025-01-30
"Tunisair, Luxair",1,228 €,8h 00min,LUX,2025-01-30
"Tunisair, Ryanair",2,136 €,12h 15min,LUX,2025-01-30
"Transavia France, Luxair",1,152 €,15h 05min,LUX,2025-01-30
"Tunisair, Luxair",1,162 €,14h 55min,LUX,2025-01-30
Plusieurs compagnies,2,108 €,17h 35min,LUX,2025-01-30
Plusieurs compagnies,2,169 €,10h 35min,LUX,2025-01-30
"Lufthansa, Luxair",1,281 €,7h 10min,LUX,2025-01-30
Plusieurs compagnies,2,147 €,12h 05min,LUX,2025-01-30
"Tunisair, Luxair",1,291 €,8h 00min,LUX,2025-01-30
Plusieurs compagnies,2,112 €,17h 25min,LUX,2025-01-30
Plusieurs compagnies,2,176 €,10h 35min,LUX,2025-01-30
Plusieurs compagnies,2,112 €,17h 25min,LUX,2025-01-30
Plusieurs compagnies,2,145 €,12h 55min,LUX,2025-01-30
Plusieurs compagnies,2,171 €,10h 25min,LUX,2025-01-30
"Tunisair, Lufthansa",2,178 €,10h 05min,LUX,2025-01-30
"Tunisair, Lufthansa",2,178 €,10h 05min,LUX,2025-01-30
"Tunisair, SWISS",2,175 €,10h 30min,LUX,2025-01-30
Egyptair,1,342 €,24h 05min,NDJ,2025-01-30
Egyptair,1,339 €,24h 05min,NDJ,2025-01-30
Air France,1,396 €,13h 05min,NDJ,2025-01-30
Turkish Airlines,2,437 €,16h 10min,NDJ,2025-01-30
"Nouvelair, Ethiopian Air",2,419 €,18h 10min,NDJ,2025-01-30
"ITA Airways, Ethiopian Air",2,535 €,17h 10min,NDJ,2025-01-30
"ITA Airways, Egyptair",2,621 €,16h 40min,NDJ,2025-01-30
"Royal Air Maroc, Egyptair",2,646 €,17h 20min,NDJ,2025-01-30
"Qatar Airways, Egyptair",2,617 €,19h 35min,NDJ,2025-01-30
Plusieurs compagnies,2,1 137 €,17h 10min,NDJ,2025-01-30
"Nouvelair, Ethiopian Air",2,743 €,20h 10min,NDJ,2025-01-30
"Air Algerie, Egyptair",2,703 €,16h 30min,NDJ,2025-01-30
"Tunisair, Egyptair",2,1 037 €,17h 45min,NDJ,2025-01-30
"Air France, Ethiopian Air",2,785 €,19h 35min,NDJ,2025-01-30
"Turkish Airlines, Egyptair",2,642 €,18h 35min,NDJ,2025-01-30
"Tunisair, Ethiopian Air",2,773 €,18h 15min,NDJ,2025-01-30
"Tunisair, Egyptair",2,692 €,17h 45min,NDJ,2025-01-30
"Turkish Airlines, Ethiopian Air",2,779 €,19h 05min,NDJ,2025-01-30
"Turkish Airlines, Egyptair",2,675 €,18h 35min,NDJ,2025-01-30
"Qatar Airways, Ethiopian Air",2,771 €,20h 05min,NDJ,2025-01-30
Royal Air Maroc,1,231 €,10h 00min,ABJ,2025-01-30
Royal Air Maroc,1,230 €,10h 00min,ABJ,2025-01-30
"Nouvelair, Air Algerie",2,222 €,30h 50min,ABJ,2025-01-30
Royal Air Maroc,1,230 €,16h 30min,ABJ,2025-01-30
Tunisair,1,326 €,7h 25min,ABJ,2025-01-30
Turkish Airlines,2,337 €,14h 35min,ABJ,2025-01-30
Air France,1,355 €,15h 25min,ABJ,2025-01-30
Air France,1,368 €,18h 10min,ABJ,2025-01-30
Qatar Airways,1,798 €,16h 35min,ABJ,2025-01-30
"Tunisair, Brussels Airlines",1,516 €,10h 55min,ABJ,2025-01-30
"Tunisair, Royal Air Maroc",2,358 €,20h 35min,ABJ,2025-01-30
"Nouvelair, Ethiopian Air",2,436 €,20h 45min,ABJ,2025-01-30
"ITA Airways, Ethiopian Air",2,604 €,19h 45min,ABJ,2025-01-30
"Tunisair, Air Senegal",2,442 €,13h 45min,ABJ,2025-01-30
"Transavia France, Corsair",1,878 €,12h 55min,ABJ,2025-01-30
Plusieurs compagnies,2,1 187 €,19h 45min,ABJ,2025-01-30
"Tunisair, Royal Air Maroc",2,418 €,20h 30min,ABJ,2025-01-30
"Tunisair, Corsair",1,865 €,14h 10min,ABJ,2025-01-30
"Tunisair, Royal Air Maroc",2,476 €,14h 45min,ABJ,2025-01-30
"ITA Airways, Qatar Airways",2,1 460 €,21h 15min,ABJ,2025-01-30
"Transavia France, Royal Air Maroc",2,488 €,14h 50min,ABJ,2025-01-30
"Tunisair, Royal Air Maroc",2,518 €,15h 20min,ABJ,2025-01-30
"Tunisair, Royal Air Maroc",2,459 €,19h 50min,ABJ,2025-01-30
"Tunisair, Air France",2,583 €,13h 10min,ABJ,2025-01-30
"Transavia France, Royal Air Maroc",2,477 €,18h 35min,ABJ,2025-01-30
"Tunisair, Royal Air Maroc",2,476 €,19h 50min,ABJ,2025-01-30
"Tunisair, Royal Air Maroc",2,481 €,19h 50min,ABJ,2025-01-30
"Transavia France, Royal Air Maroc",2,503 €,18h 35min,ABJ,2025-01-30
"Transavia France, Royal Air Maroc",2,498 €,18h 35min,ABJ,2025-01-30
Plusieurs compagnies,3,464 €,19h 50min,ABJ,2025-01-30
"ITA Airways, Royal Air Maroc",2,554 €,16h 55min,ABJ,2025-01-30
Transavia France,0,39 €,2h 35min,PAR,2025-01-30
Nouvelair,0,35 €,2h 35min,PAR,2025-01-30
Transavia France,0,39 €,2h 35min,PAR,2025-01-30
Tunisair,0,46 €,2h 25min,PAR,2025-01-30
Tunisair,0,46 €,2h 25min,PAR,2025-01-30
Tunisair,0,46 €,2h 30min,PAR,2025-01-30
Transavia France,0,46 €,2h 40min,PAR,2025-01-30
Transavia France,0,55 €,2h 40min,PAR,2025-01-30
Air France,0,97 €,2h 40min,PAR,2025-01-30
Air France,0,254 €,2h 40min,PAR,2025-01-30
"Tunisair, easyJet",1,101 €,4h 50min,PAR,2025-01-30
"Tunisair, Transavia France",1,78 €,9h 45min,PAR,2025-01-30
"Tunisair, easyJet",1,104 €,4h 35min,PAR,2025-01-30
"Tunisair, easyJet",1,91 €,6h 35min,PAR,2025-01-30
Lufthansa,1,141 €,4h 55min,PAR,2025-01-30
"Tunisair, easyJet",1,94 €,7h 00min,PAR,2025-01-30
ITA Airways,1,168 €,4h 40min,PAR,2025-01-30
"Tunisair, Vueling",1,101 €,8h 25min,PAR,2025-01-30
Lufthansa,1,148 €,6h 40min,PAR,2025-01-30
ITA Airways,1,168 €,5h 55min,PAR,2025-01-30
"Tunisair, Vueling",1,111 €,7h 15min,PAR,2025-01-30
"Tunisair, Vueling",1,107 €,9h 40min,PAR,2025-01-30
"Tunisair, Air France",1,130 €,6h 10min,PAR,2025-01-30
"ITA Airways, easyJet",1,145 €,5h 55min,PAR,2025-01-30
"Tunisair, Air France",1,130 €,6h 30min,PAR,2025-01-30
"Tunisair Express, Transavia France",1,142 €,6h 50min,PAR,2025-01-30
"Nouvelair, Transavia France",1,139 €,7h 05min,PAR,2025-01-30
"Tunisair, Air France",1,131 €,6h 50min,PAR,2025-01-30
"Tunisair, Air France",1,141 €,6h 20min,PAR,2025-01-30
"Transavia France, Air France",1,135 €,6h 45min,PAR,2025-01-30
"Tunisair Express, Transavia France",1,142 €,7h 00min,PAR,2025-01-30
Nouvelair,0,90 €,1h 25min,ALG,2025-01-30
Nouvelair,0,80 €,1h 25min,ALG,2025-01-30
Tunisair,0,95 €,1h 20min,ALG,2025-01-30
Air Algerie,0,112 €,1h 20min,ALG,2025-01-30
Air Algerie,0,112 €,1h 20min,ALG,2025-01-30
Tunisair,0,112 €,1h 20min,ALG,2025-01-30
Air France,1,115 €,6h 50min,ALG,2025-01-30
Air France,1,130 €,17h 50min,ALG,2025-01-30
"Tunisair, Vueling",2,121 €,7h 20min,ALG,2025-01-30
"Transavia France, Air Algerie",1,161 €,5h 25min,ALG,2025-01-30
"Tunisair, Air Algerie",1,157 €,5h 20min,ALG,2025-01-30
"Tunisair, Transavia France",1,149 €,9h 00min,ALG,2025-01-30
"Tunisair, Air Algerie",1,168 €,5h 10min,ALG,2025-01-30
"Tunisair, ASL Airlines France",1,148 €,9h 25min,ALG,2025-01-30
Transavia France,1,161 €,7h 45min,ALG,2025-01-30
"Tunisair, Air Algerie",1,174 €,4h 30min,ALG,2025-01-30
Air France,1,237 €,7h 50min,ALG,2025-01-30
"Tunisair, Air Algerie",1,164 €,6h 15min,ALG,2025-01-30
"Tunisair, Air Algerie",1,156 €,7h 55min,ALG,2025-01-30
"Transavia France, Vueling",2,126 €,16h 55min,ALG,2025-01-30
"Transavia France, Vueling",2,129 €,16h 55min,ALG,2025-01-30
Turkish Airlines,1,299 €,11h 45min,ALG,2025-01-30
Plusieurs compagnies,2,139 €,10h 35min,ALG,2025-01-30
"Tunisair, Air Algerie",1,212 €,6h 35min,ALG,2025-01-30
"Nouvelair, Air Algerie",1,215 €,6h 50min,ALG,2025-01-30
Egyptair,1,325 €,12h 15min,ALG,2025-01-30
"Tunisair, Air Algerie",1,183 €,7h 20min,ALG,2025-01-30
Air France,1,252 €,12h 25min,ALG,2025-01-30
Turkish Airlines,1,306 €,17h 40min,ALG,2025-01-30
"Transavia France, Air Algerie",1,226 €,8h 20min,ALG,2025-01-30
ITA Airways,1,289 €,5h 05min,ALG,2025-01-30
Tunisair,0,81 €,2h 15min,MAD,2025-02-09
Tunisair,0,81 €,2h 15min,MAD,2025-02-09
"Nouvelair, Wizz Air",1,57 €,21h 00min,MAD,2025-02-09
"Nouvelair, easyJet",1,95 €,5h 30min,MAD,2025-02-09
"Tunisair, Air Europa",1,107 €,5h 25min,MAD,2025-02-09
"Nouvelair, Air Europa",1,89 €,7h 55min,MAD,2025-02-09
ITA Airways,1,178 €,4h 59min,MAD,2025-02-09
Transavia France,1,142 €,6h 40min,MAD,2025-02-09
"Transavia France, easyJet",1,89 €,9h 55min,MAD,2025-02-09
"Nouvelair, Ryanair",1,108 €,6h 50min,MAD,2025-02-09
ITA Airways,1,188 €,5h 45min,MAD,2025-02-09
Transavia France,1,148 €,5h 50min,MAD,2025-02-09
"Tunisair, Air Europa",1,103 €,8h 25min,MAD,2025-02-09
"Nouvelair, Brussels Airlines",1,139 €,6h 25min,MAD,2025-02-09
Transavia France,1,135 €,9h 05min,MAD,2025-02-09
"Tunisair, easyJet",1,106 €,9h 30min,MAD,2025-02-09
"Tunisair, Iberia",1,147 €,6h 45min,MAD,2025-02-09
"Nouvelair, Euroairlines",1,124 €,7h 50min,MAD,2025-02-09
"Air Algerie, Iberia",1,162 €,6h 20min,MAD,2025-02-09
Plusieurs compagnies,2,125 €,6h 45min,MAD,2025-02-09
"Nouvelair, Iberia",1,138 €,7h 25min,MAD,2025-02-09
Plusieurs compagnies,2,100 €,9h 15min,MAD,2025-02-09
"Nouvelair, Iberia",1,115 €,9h 35min,MAD,2025-02-09
"ITA Airways, Ryanair",1,189 €,5h 45min,MAD,2025-02-09
"Nouvelair, Ryanair",1,123 €,9h 20min,MAD,2025-02-09
Plusieurs compagnies,2,104 €,9h 15min,MAD,2025-02-09
Air France,1,229 €,6h 30min,MAD,2025-02-09
"Tunisair, Iberia",1,187 €,6h 05min,MAD,2025-02-09
"Tunisair, Iberia",1,178 €,6h 25min,MAD,2025-02-09
"Transavia France, Iberia",1,167 €,6h 55min,MAD,2025-02-09
Air France,1,257 €,6h 00min,MAD,2025-02-09
"Tunisair, Air Europa",1,244 €,5h 05min,MAD,2025-02-09
Royal Air Maroc,2,408 €,11h 05min,COO,2025-02-09
Royal Air Maroc,2,400 €,11h 05min,COO,2025-02-09
Air France,1,484 €,15h 40min,COO,2025-02-09
Royal Air Maroc,2,400 €,17h 35min,COO,2025-02-09
Turkish Airlines,2,504 €,15h 25min,COO,2025-02-09
"Nouvelair, Ethiopian Air",2,465 €,23h 30min,COO,2025-02-09
"Tunisair, Corsair",1,738 €,11h 20min,COO,2025-02-09
"Transavia France, Royal Air Maroc",3,435 €,16h 35min,COO,2025-02-09
"Tunisair, Air France",2,531 €,13h 25min,COO,2025-02-09
"Nouvelair, Corsair",1,751 €,12h 20min,COO,2025-02-09
"Transavia France, Royal Air Maroc",3,434 €,17h 25min,COO,2025-02-09
"ITA Airways, Ethiopian Air",2,526 €,17h 15min,COO,2025-02-09
"Tunisair, Royal Air Maroc",3,453 €,16h 05min,COO,2025-02-09
"Nouvelair, Royal Air Maroc",3,418 €,21h 55min,COO,2025-02-09
"Transavia France, Royal Air Maroc",3,455 €,17h 25min,COO,2025-02-09
"Tunisair, Royal Air Maroc",3,431 €,20h 55min,COO,2025-02-09
Plusieurs compagnies,2,1 210 €,17h 15min,COO,2025-02-09
"Royal Air Maroc, Air Senegal",2,511 €,19h 55min,COO,2025-02-09
"Lufthansa, Air France",2,2 650 €,18h 10min,COO,2025-02-09
"Lufthansa, Air France",2,2 650 €,18h 10min,COO,2025-02-09
"Transavia France, Royal Air Maroc",3,451 €,19h 50min,COO,2025-02-09
"Transavia France, Royal Air Maroc",3,451 €,19h 50min,COO,2025-02-09
"Nouvelair, Royal Air Maroc",3,439 €,21h 55min,COO,2025-02-09
"Tunisair, Royal Air Maroc",3,445 €,20h 55min,COO,2025-02-09
"Transavia France, Royal Air Maroc",3,454 €,19h 50min,COO,2025-02-09
"Tunisair, Royal Air Maroc",3,448 €,20h 55min,COO,2025-02-09
"Nouvelair, Royal Air Maroc",3,444 €,21h 55min,COO,2025-02-09
"Nouvelair, Air France",2,720 €,13h 55min,COO,2025-02-09
"Tunisair, Royal Air Maroc",3,587 €,16h 25min,COO,2025-02-09
"Nouvelair, Royal Air Maroc",3,456 €,21h 55min,COO,2025-02-09
"Tunisair, Air France",2,769 €,13h 55min,COO,2025-02-09
Air France,1,124 €,6h 08min,CRL,2025-02-09
"Tunisair, Ryanair",1,103 €,7h 45min,CRL,2025-02-09
"Nouvelair, Ryanair",1,114 €,9h 10min,CRL,2025-02-09
Plusieurs compagnies,2,123 €,12h 40min,CRL,2025-02-09
"Tunisair, Ryanair",1,130 €,9h 40min,CRL,2025-02-09
"Tunisair, Ryanair",1,157 €,7h 50min,CRL,2025-02-09
"Tunisair Express, Ryanair",1,201 €,6h 20min,CRL,2025-02-09
Plusieurs compagnies,2,147 €,10h 55min,CRL,2025-02-09
"Transavia France, Ryanair",2,169 €,9h 50min,CRL,2025-02-09
"Transavia France, Ryanair",2,169 €,10h 40min,CRL,2025-02-09
Plusieurs compagnies,2,180 €,9h 20min,CRL,2025-02-09
Plusieurs compagnies,2,192 €,10h 00min,CRL,2025-02-09
"Tunisair, Ryanair",1,103 €,13h 55min,CRL,2025-02-09
"ITA Airways, Ryanair",2,205 €,10h 30min,CRL,2025-02-09
"Tunisair, Ryanair",2,244 €,9h 20min,CRL,2025-02-09
"ITA Airways, Wizz Air",2,127 €,14h 00min,CRL,2025-02-09
"Tunisair, Wizz Air",2,128 €,14h 05min,CRL,2025-02-09
"Tunisair, Ryanair",1,130 €,14h 10min,CRL,2025-02-09
"ITA Airways, Ryanair",2,209 €,11h 00min,CRL,2025-02-09
"ITA Airways, Wizz Air",2,163 €,13h 05min,CRL,2025-02-09
"Transavia France, Ryanair",2,161 €,13h 05min,CRL,2025-02-09
Plusieurs compagnies,2,139 €,15h 05min,CRL,2025-02-09
"ITA Airways, Ryanair",2,185 €,14h 00min,CRL,2025-02-09
"Tunisair, Ryanair",2,165 €,15h 05min,CRL,2025-02-09
Plusieurs compagnies,2,186 €,14h 35min,CRL,2025-02-09
"Lufthansa, Ryanair",2,251 €,9h 50min,CRL,2025-02-09
"ITA Airways, Wizz Air",2,201 €,15h 35min,CRL,2025-02-09
"ITA Airways, Ryanair",2,186 €,16h 10min,CRL,2025-02-09
"Lufthansa, Ryanair",2,252 €,11h 05min,CRL,2025-02-09
"Lufthansa, Ryanair",2,212 €,14h 55min,CRL,2025-02-09
Air France,1,117 €,6h 08min,ANR,2025-02-09
Plusieurs compagnies,2,271 €,12h 00min,ANR,2025-02-09
Plusieurs compagnies,3,260 €,33h 25min,OST,2025-02-09
Plusieurs compagnies,2,296 €,25h 05min,OST,2025-02-09
Plusieurs compagnies,2,305 €,26h 05min,OST,2025-02-09
Plusieurs compagnies,3,301 €,23h 35min,OST,2025-02-09
Plusieurs compagnies,3,315 €,24h 05min,OST,2025-02-09
Plusieurs compagnies,3,298 €,30h 50min,OST,2025-02-09
Plusieurs compagnies,3,303 €,30h 05min,OST,2025-02-09
Plusieurs compagnies,3,296 €,36h 05min,OST,2025-02-09
Plusieurs compagnies,3,302 €,30h 20min,OST,2025-02-09
Plusieurs compagnies,3,336 €,23h 35min,OST,2025-02-09
Plusieurs compagnies,3,305 €,30h 25min,OST,2025-02-09
Plusieurs compagnies,3,340 €,24h 10min,OST,2025-02-09
Plusieurs compagnies,3,342 €,23h 35min,OST,2025-02-09
Plusieurs compagnies,3,332 €,25h 05min,OST,2025-02-09
Plusieurs compagnies,3,337 €,25h 40min,OST,2025-02-09
Plusieurs compagnies,3,340 €,26h 05min,OST,2025-02-09
Plusieurs compagnies,3,363 €,27h 05min,OST,2025-02-09
"Air Algerie, TUI Fly Belgium",2,557 €,23h 55min,OST,2025-02-09
Plusieurs compagnies,3,319 €,35h 15min,OST,2025-02-09
Plusieurs compagnies,3,370 €,24h 35min,OST,2025-02-09
Plusieurs compagnies,3,400 €,24h 05min,OST,2025-02-09
Plusieurs compagnies,3,358 €,27h 05min,OST,2025-02-09
Plusieurs compagnies,3,358 €,27h 05min,OST,2025-02-09
Plusieurs compagnies,3,347 €,35h 35min,OST,2025-02-09
Plusieurs compagnies,3,388 €,25h 05min,OST,2025-02-09
Plusieurs compagnies,3,351 €,29h 00min,OST,2025-02-09
Plusieurs compagnies,3,351 €,29h 00min,OST,2025-02-09
Plusieurs compagnies,3,349 €,35h 15min,OST,2025-02-09
Plusieurs compagnies,3,348 €,32h 20min,OST,2025-02-09
Plusieurs compagnies,3,348 €,32h 20min,OST,2025-02-09
Lufthansa,1,122 €,4h 30min,LUX,2025-02-09
"Nouvelair, easyJet",1,67 €,4h 55min,LUX,2025-02-09
"Tunisair, easyJet",1,85 €,5h 25min,LUX,2025-02-09
Lufthansa,1,122 €,4h 30min,LUX,2025-02-09
"Tunisair, easyJet",1,76 €,9h 55min,LUX,2025-02-09
"Tunisair, Ryanair",1,93 €,8h 00min,LUX,2025-02-09
"Tunisair, Volotea",1,117 €,6h 35min,LUX,2025-02-09
Air France,1,190 €,5h 05min,LUX,2025-02-09
"Nouvelair, Luxair",1,140 €,6h 20min,LUX,2025-02-09
Air France,1,190 €,5h 20min,LUX,2025-02-09
"Nouvelair, Ryanair",1,77 €,13h 45min,LUX,2025-02-09
Lufthansa,1,122 €,10h 30min,LUX,2025-02-09
"Nouvelair, Volotea",1,111 €,8h 15min,LUX,2025-02-09
"Nouvelair, Luxair",1,174 €,5h 10min,LUX,2025-02-09
"Tunisair, Luxair",1,216 €,3h 50min,LUX,2025-02-09
"Nouvelair, Luxair",1,167 €,5h 55min,LUX,2025-02-09
"Tunisair, Ryanair",1,93 €,14h 10min,LUX,2025-02-09
Lufthansa,1,134 €,13h 20min,LUX,2025-02-09
"Tunisair, Luxair",1,191 €,5h 40min,LUX,2025-02-09
Air France,1,190 €,8h 20min,LUX,2025-02-09
"Tunisair, Volotea",1,117 €,12h 15min,LUX,2025-02-09
"Lufthansa, Air Dolomiti",1,162 €,10h 30min,LUX,2025-02-09
"Tunisair, Luxair",1,255 €,4h 00min,LUX,2025-02-09
"Nouvelair, Luxair",1,203 €,5h 30min,LUX,2025-02-09
"Tunisair, Lufthansa",1,212 €,5h 35min,LUX,2025-02-09
Plusieurs compagnies,2,144 €,9h 20min,LUX,2025-02-09
"Nouvelair, Luxair",1,159 €,9h 25min,LUX,2025-02-09
"Nouvelair, ITA Airways",1,235 €,5h 10min,LUX,2025-02-09
"Transavia France, easyJet",2,135 €,11h 40min,LUX,2025-02-09
"Transavia France, Luxair",1,171 €,9h 05min,LUX,2025-02-09
Plusieurs compagnies,2,147 €,10h 35min,LUX,2025-02-09
Air France,1,400 €,13h 05min,NDJ,2025-02-09
Air France,1,399 €,13h 05min,NDJ,2025-02-09
Turkish Airlines,2,442 €,16h 10min,NDJ,2025-02-09
"ITA Airways, Ethiopian Air",2,574 €,17h 10min,NDJ,2025-02-09
Plusieurs compagnies,2,1 120 €,17h 10min,NDJ,2025-02-09
"Tunisair, Ethiopian Air",2,787 €,16h 05min,NDJ,2025-02-09
"Tunisair, Ethiopian Air",2,787 €,18h 05min,NDJ,2025-02-09
"Air France, Turkish Airlines",3,748 €,21h 40min,NDJ,2025-02-09
Royal Air Maroc,1,236 €,10h 00min,ABJ,2025-02-09
Royal Air Maroc,1,228 €,10h 00min,ABJ,2025-02-09
Tunisair,1,321 €,6h 35min,ABJ,2025-02-09
Royal Air Maroc,1,228 €,16h 30min,ABJ,2025-02-09
Turkish Airlines,1,347 €,12h 30min,ABJ,2025-02-09
Egyptair,1,342 €,15h 50min,ABJ,2025-02-09
Air France,1,359 €,15h 25min,ABJ,2025-02-09
Air France,1,368 €,18h 10min,ABJ,2025-02-09
"Tunisair, Brussels Airlines",1,515 €,10h 55min,ABJ,2025-02-09
"Nouvelair, Royal Air Maroc",2,353 €,15h 35min,ABJ,2025-02-09
"Tunisair, Royal Air Maroc",2,368 €,16h 05min,ABJ,2025-02-09
"Tunisair, Egyptair",2,374 €,19h 40min,ABJ,2025-02-09
"ITA Airways, Ethiopian Air",2,599 €,18h 00min,ABJ,2025-02-09
"Tunisair, Royal Air Maroc",2,368 €,20h 35min,ABJ,2025-02-09
"Tunisair, Turkish Airlines",2,485 €,15h 45min,ABJ,2025-02-09
"Transavia France, Corsair",1,868 €,13h 05min,ABJ,2025-02-09
"Transavia France, Royal Air Maroc",2,474 €,15h 30min,ABJ,2025-02-09
"Air Algerie, Egyptair",2,465 €,17h 55min,ABJ,2025-02-09
"Tunisair, Royal Air Maroc",2,496 €,15h 00min,ABJ,2025-02-09
"Transavia France, Royal Air Maroc",2,472 €,16h 20min,ABJ,2025-02-09
"Tunisair, Turkish Airlines",2,518 €,15h 30min,ABJ,2025-02-09
"Tunisair, Corsair",1,865 €,14h 10min,ABJ,2025-02-09
"Nouvelair, Egyptair",2,518 €,19h 55min,ABJ,2025-02-09
"Tunisair, Air France",2,583 €,13h 10min,ABJ,2025-02-09
"Nouvelair, Corsair",1,852 €,15h 10min,ABJ,2025-02-09
Lufthansa,2,650 €,15h 45min,ABJ,2025-02-09
Lufthansa,2,650 €,15h 45min,ABJ,2025-02-09
Lufthansa,2,650 €,15h 45min,ABJ,2025-02-09
"Transavia France, Royal Air Maroc",2,499 €,16h 20min,ABJ,2025-02-09
"Tunisair, Royal Air Maroc",2,518 €,15h 20min,ABJ,2025-02-09
"Tunisair, Royal Air Maroc",2,464 €,19h 50min,ABJ,2025-02-09
Nouvelair,0,34 €,2h 35min,PAR,2025-02-09
Nouvelair,0,34 €,2h 35min,PAR,2025-02-09
Transavia France,0,39 €,2h 40min,PAR,2025-02-09
Tunisair,0,45 €,2h 30min,PAR,2025-02-09
Nouvelair,0,45 €,2h 35min,PAR,2025-02-09
Transavia France,0,46 €,2h 40min,PAR,2025-02-09
Transavia France,0,46 €,2h 40min,PAR,2025-02-09
Tunisair,0,52 €,2h 25min,PAR,2025-02-09
Tunisair,0,52 €,2h 25min,PAR,2025-02-09
Transavia France,0,55 €,2h 40min,PAR,2025-02-09
Air France,0,118 €,2h 40min,PAR,2025-02-09
Air France,0,118 €,2h 40min,PAR,2025-02-09
"Nouvelair, easyJet",1,62 €,8h 30min,PAR,2025-02-09
"Tunisair, easyJet",1,84 €,5h 00min,PAR,2025-02-09
"Nouvelair, Vueling",1,66 €,9h 30min,PAR,2025-02-09
"Nouvelair, easyJet",1,67 €,10h 45min,PAR,2025-02-09
"Tunisair, easyJet",1,105 €,5h 00min,PAR,2025-02-09
"Tunisair, easyJet",1,79 €,9h 00min,PAR,2025-02-09
"Nouvelair, easyJet",1,110 €,5h 30min,PAR,2025-02-09
"Tunisair, Vueling",1,79 €,10h 00min,PAR,2025-02-09
Lufthansa,1,149 €,5h 00min,PAR,2025-02-09
ITA Airways,1,165 €,4h 40min,PAR,2025-02-09
"Tunisair, easyJet",1,84 €,9h 30min,PAR,2025-02-09
"Nouvelair, Transavia France",1,82 €,10h 05min,PAR,2025-02-09
"Tunisair, easyJet",1,89 €,8h 40min,PAR,2025-02-09
"Nouvelair, easyJet",1,87 €,9h 30min,PAR,2025-02-09
"Tunisair, easyJet",1,118 €,5h 55min,PAR,2025-02-09
"Tunisair, Ryanair",1,94 €,9h 00min,PAR,2025-02-09
"Tunisair, easyJet",1,84 €,11h 15min,PAR,2025-02-09
"Tunisair, Air France",1,142 €,5h 15min,PAR,2025-02-09
ITA Airways,1,165 €,5h 55min,PAR,2025-02-09
Tunisair,0,83 €,2h 15min,MAD,2025-02-19
Tunisair,0,80 €,2h 15min,MAD,2025-02-19
"Tunisair, easyJet",1,72 €,8h 45min,MAD,2025-02-19
Transavia France,1,98 €,6h 25min,MAD,2025-02-19
Air France,1,97 €,6h 30min,MAD,2025-02-19
"Nouvelair, Iberia",1,105 €,5h 20min,MAD,2025-02-19
Air France,1,106 €,6h 05min,MAD,2025-02-19
"Nouvelair, Ryanair",1,84 €,7h 45min,MAD,2025-02-19
Air France,1,97 €,8h 20min,MAD,2025-02-19
Transavia France,1,98 €,8h 50min,MAD,2025-02-19
"Transavia France, Iberia",1,115 €,5h 45min,MAD,2025-02-19
"Tunisair, Iberia",1,138 €,4h 25min,MAD,2025-02-19
"Tunisair, Iberia",1,121 €,5h 35min,MAD,2025-02-19
ITA Airways,1,176 €,4h 59min,MAD,2025-02-19
"Nouvelair, Ryanair",1,86 €,10h 20min,MAD,2025-02-19
"Tunisair, Iberia",1,99 €,7h 35min,MAD,2025-02-19
"Tunisair, Air Europa",1,131 €,5h 25min,MAD,2025-02-19
"Nouvelair, Transavia France",1,92 €,8h 35min,MAD,2025-02-19
"Transavia France, Iberia",1,115 €,6h 15min,MAD,2025-02-19
"Tunisair, Air Europa",1,147 €,5h 05min,MAD,2025-02-19
ITA Airways,1,176 €,5h 45min,MAD,2025-02-19
"Tunisair, Air Europa",1,130 €,5h 40min,MAD,2025-02-19
"Transavia France, Iberia",1,115 €,6h 50min,MAD,2025-02-19
"Nouvelair, Iberia",1,148 €,5h 35min,MAD,2025-02-19
"Tunisair, Transavia France",1,116 €,7h 30min,MAD,2025-02-19
"Tunisair, Iberia",1,120 €,7h 10min,MAD,2025-02-19
"Nouvelair, Iberia",1,105 €,9h 00min,MAD,2025-02-19
Air France,1,223 €,6h 00min,MAD,2025-02-19
"Nouvelair, Iberia",1,124 €,7h 25min,MAD,2025-02-19
"Tunisair, Iberia",1,122 €,7h 40min,MAD,2025-02-19
"Tunisair, Iberia",1,151 €,6h 20min,MAD,2025-02-19
Royal Air Maroc,2,408 €,11h 05min,COO,2025-02-19
Royal Air Maroc,2,400 €,11h 05min,COO,2025-02-19
Air France,1,484 €,10h 15min,COO,2025-02-19
Turkish Airlines,1,494 €,12h 40min,COO,2025-02-19
Royal Air Maroc,2,400 €,17h 35min,COO,2025-02-19
Air France,1,484 €,15h 40min,COO,2025-02-19
"ITA Airways, Ethiopian Air",2,523 €,17h 15min,COO,2025-02-19
"Tunisair, Royal Air Maroc",3,445 €,15h 50min,COO,2025-02-19
"Nouvelair, Royal Air Maroc",3,557 €,14h 55min,COO,2025-02-19
