Airlines,Total_Stops,Price,Duration,Destination,Date
"Transavia France, Royal Air Maroc",3,911 €,16h 35min,COO,2024-12-15
"Nouvelair, Royal Air Maroc",3,934 €,16h 40min,COO,2024-12-15
"Tunisair, Royal Air Maroc",3,1 002 €,17h 10min,COO,2024-12-15
"ITA Airways, Royal Air Maroc",3,996 €,18h 00min,COO,2024-12-15
"Air France, Royal Air Maroc",3,967 €,18h 30min,COO,2024-12-15
"Lufthansa, Air France",2,1 390 €,18h 10min,COO,2024-12-15
"Lufthansa, Air France",2,2 641 €,18h 10min,COO,2024-12-15
Air France,1,115 €,6h 41min,CRL,2024-12-15
"Nouvelair, Ryanair",1,99 €,9h 10min,CRL,2024-12-15
"Tunisair, Ryanair",1,161 €,7h 50min,CRL,2024-12-15
"Tunisair Express, Ryanair",1,192 €,6h 20min,CRL,2024-12-15
"Tunisair, Ryanair",1,163 €,9h 40min,CRL,2024-12-15
Plusieurs compagnies,2,185 €,8h 50min,CRL,2024-12-15
"Tunisair, Ryanair",1,237 €,7h 45min,CRL,2024-12-15
"Tunisair, Ryanair",1,114 €,14h 10min,CRL,2024-12-15
Plusieurs compagnies,2,196 €,10h 55min,CRL,2024-12-15
"ITA Airways, Ryanair",2,200 €,11h 30min,CRL,2024-12-15
Plusieurs compagnies,2,157 €,13h 25min,CRL,2024-12-15
Plusieurs compagnies,2,165 €,13h 10min,CRL,2024-12-15
Plusieurs compagnies,2,212 €,11h 25min,CRL,2024-12-15
Plusieurs compagnies,2,183 €,12h 55min,CRL,2024-12-15
Plusieurs compagnies,2,285 €,9h 05min,CRL,2024-12-15
Plusieurs compagnies,2,194 €,12h 55min,CRL,2024-12-15
"Air France, Ryanair",2,225 €,9h 15min,CRL,2024-12-15
Plusieurs compagnies,2,185 €,13h 40min,CRL,2024-12-15
Plusieurs compagnies,2,145 €,15h 05min,CRL,2024-12-15
"Tunisair, Ryanair",2,175 €,14h 25min,CRL,2024-12-15
"ITA Airways, Ryanair",2,280 €,10h 30min,CRL,2024-12-15
"ITA Airways, Ryanair",2,191 €,14h 00min,CRL,2024-12-15
Plusieurs compagnies,2,186 €,14h 10min,CRL,2024-12-15
Plusieurs compagnies,2,147 €,15h 40min,CRL,2024-12-15
"Lufthansa, Ryanair",2,233 €,9h 50min,CRL,2024-12-15
"Nouvelair, Pegasus Airlines",1,316 €,10h 45min,CRL,2024-12-15
"Tunisair, Wizz Air",2,194 €,14h 05min,CRL,2024-12-15
"Tunisair, Ryanair",1,200 €,13h 55min,CRL,2024-12-15
Plusieurs compagnies,2,200 €,13h 55min,CRL,2024-12-15
"Tunisair, Ryanair",1,124 €,17h 00min,CRL,2024-12-15
Air France,1,115 €,6h 41min,ANR,2024-12-15
Plusieurs compagnies,2,229 €,12h 00min,ANR,2024-12-15
Plusieurs compagnies,2,315 €,16h 35min,OST,2024-12-15
Plusieurs compagnies,2,297 €,17h 15min,OST,2024-12-15
Plusieurs compagnies,2,357 €,20h 25min,OST,2024-12-15
Plusieurs compagnies,2,343 €,26h 40min,OST,2024-12-15
Plusieurs compagnies,2,355 €,23h 50min,OST,2024-12-15
Plusieurs compagnies,3,332 €,23h 25min,OST,2024-12-15
Plusieurs compagnies,2,413 €,20h 10min,OST,2024-12-15
"Lufthansa, TUI Fly Belgium",2,443 €,21h 20min,OST,2024-12-15
Plusieurs compagnies,3,371 €,22h 05min,OST,2024-12-15
Plusieurs compagnies,3,365 €,23h 55min,OST,2024-12-15
Plusieurs compagnies,3,382 €,23h 25min,OST,2024-12-15
Plusieurs compagnies,3,369 €,25h 25min,OST,2024-12-15
Plusieurs compagnies,3,415 €,23h 55min,OST,2024-12-15
Plusieurs compagnies,3,432 €,23h 20min,OST,2024-12-15
Plusieurs compagnies,3,423 €,24h 20min,OST,2024-12-15
Plusieurs compagnies,3,457 €,23h 20min,OST,2024-12-15
Plusieurs compagnies,3,474 €,22h 35min,OST,2024-12-15
Plusieurs compagnies,3,473 €,23h 20min,OST,2024-12-15
Plusieurs compagnies,3,420 €,24h 45min,OST,2024-12-15
Plusieurs compagnies,3,422 €,24h 45min,OST,2024-12-15
Plusieurs compagnies,3,360 €,26h 30min,OST,2024-12-15
Plusieurs compagnies,2,337 €,28h 20min,OST,2024-12-15
Plusieurs compagnies,2,355 €,28h 40min,OST,2024-12-15
Plusieurs compagnies,3,314 €,28h 25min,OST,2024-12-15
Plusieurs compagnies,3,338 €,28h 25min,OST,2024-12-15
Plusieurs compagnies,3,364 €,28h 25min,OST,2024-12-15
Plusieurs compagnies,3,341 €,28h 55min,OST,2024-12-15
Plusieurs compagnies,3,389 €,28h 25min,OST,2024-12-15
Plusieurs compagnies,3,359 €,28h 55min,OST,2024-12-15
Plusieurs compagnies,3,398 €,28h 20min,OST,2024-12-15
Lufthansa,1,160 €,4h 05min,LUX,2024-12-15
Lufthansa,1,159 €,4h 05min,LUX,2024-12-15
"Nouvelair, easyJet",1,79 €,19h 35min,LUX,2024-12-15
"Nouvelair, Ryanair",1,144 €,4h 15min,LUX,2024-12-15
"Nouvelair, easyJet",1,137 €,4h 55min,LUX,2024-12-15
Lufthansa,1,167 €,4h 30min,LUX,2024-12-15
"Nouvelair, Volotea",1,112 €,8h 15min,LUX,2024-12-15
Air France,1,217 €,5h 05min,LUX,2024-12-15
"Tunisair, Volotea",1,147 €,6h 35min,LUX,2024-12-15
Lufthansa,1,167 €,7h 05min,LUX,2024-12-15
"Tunisair, Volotea",1,109 €,12h 15min,LUX,2024-12-15
"Nouvelair, Luxair",1,209 €,5h 10min,LUX,2024-12-15
Air France,1,259 €,5h 20min,LUX,2024-12-15
"Tunisair, easyJet",1,204 €,5h 25min,LUX,2024-12-15
"Lufthansa, Air Dolomiti",1,209 €,7h 05min,LUX,2024-12-15
"Tunisair, easyJet",1,139 €,9h 55min,LUX,2024-12-15
"Tunisair, Luxair",1,303 €,3h 50min,LUX,2024-12-15
Lufthansa,1,191 €,8h 00min,LUX,2024-12-15
"Nouvelair, Luxair",1,139 €,10h 05min,LUX,2024-12-15
"Nouvelair, Luxair",1,214 €,6h 20min,LUX,2024-12-15
"Tunisair, Luxair",1,313 €,4h 00min,LUX,2024-12-15
Air France,1,217 €,8h 20min,LUX,2024-12-15
"Nouvelair, Ryanair",1,138 €,15h 15min,LUX,2024-12-15
"Tunisair, Ryanair",1,188 €,8h 00min,LUX,2024-12-15
"Nouvelair, Luxair",1,262 €,5h 30min,LUX,2024-12-15
"Tunisair, Ryanair",1,147 €,14h 10min,LUX,2024-12-15
"Tunisair, Luxair",1,146 €,15h 05min,LUX,2024-12-15
"Nouvelair, ITA Airways",1,309 €,5h 10min,LUX,2024-12-15
KLM,2,184 €,8h 45min,LUX,2024-12-15
Lufthansa,1,184 €,13h 20min,LUX,2024-12-15
"Tunisair, Luxair",1,285 €,5h 40min,LUX,2024-12-15
KLM,2,184 €,8h 45min,LUX,2024-12-15
Turkish Airlines,1,771 €,12h 35min,NDJ,2024-12-15
"Nouvelair, Ethiopian Air",2,528 €,23h 25min,NDJ,2024-12-15
Turkish Airlines,1,712 €,12h 35min,NDJ,2024-12-15
"ITA Airways, Ethiopian Air",2,682 €,17h 10min,NDJ,2024-12-15
"Nouvelair, Ethiopian Air",2,689 €,20h 25min,NDJ,2024-12-15
Turkish Airlines,1,984 €,19h 00min,NDJ,2024-12-15
Air France,1,2 114 €,12h 35min,NDJ,2024-12-15
Turkish Airlines,2,984 €,16h 10min,NDJ,2024-12-15
"Nouvelair, Ethiopian Air",2,913 €,20h 10min,NDJ,2024-12-15
"Air France, Ethiopian Air",2,974 €,19h 35min,NDJ,2024-12-15
"Tunisair, Ethiopian Air",2,932 €,16h 05min,NDJ,2024-12-15
"Tunisair, Ethiopian Air",2,900 €,18h 05min,NDJ,2024-12-15
"Air Algerie, Turkish Airlines",2,988 €,16h 55min,NDJ,2024-12-15
Plusieurs compagnies,3,824 €,20h 25min,NDJ,2024-12-15
Royal Air Maroc,1,234 €,11h 20min,ABJ,2024-12-15
Royal Air Maroc,1,228 €,11h 20min,ABJ,2024-12-15
Tunisair,1,324 €,6h 35min,ABJ,2024-12-15
Royal Air Maroc,1,253 €,17h 50min,ABJ,2024-12-15
Royal Air Maroc,1,351 €,13h 45min,ABJ,2024-12-15
Turkish Airlines,1,703 €,12h 30min,ABJ,2024-12-15
Egyptair,1,464 €,15h 50min,ABJ,2024-12-15
Air France,1,975 €,10h 00min,ABJ,2024-12-15
"ITA Airways, Ethiopian Air",2,759 €,18h 00min,ABJ,2024-12-15
Air France,1,975 €,12h 45min,ABJ,2024-12-15
"Nouvelair, Royal Air Maroc",2,428 €,18h 40min,ABJ,2024-12-15
"Tunisair, Royal Air Maroc",2,453 €,17h 00min,ABJ,2024-12-15
"Tunisair, Egyptair",2,476 €,19h 25min,ABJ,2024-12-15
"Nouvelair, Egyptair",2,608 €,16h 40min,ABJ,2024-12-15
Air France,1,990 €,15h 25min,ABJ,2024-12-15
Air France,1,990 €,18h 10min,ABJ,2024-12-15
"Nouvelair, Royal Air Maroc",2,516 €,18h 55min,ABJ,2024-12-15
"Nouvelair, Royal Air Maroc",2,786 €,12h 50min,ABJ,2024-12-15
"ITA Airways, Royal Air Maroc",2,555 €,18h 15min,ABJ,2024-12-15
"Turkish Airlines, Egyptair",2,761 €,16h 25min,ABJ,2024-12-15
"Tunisair, Royal Air Maroc",2,804 €,13h 20min,ABJ,2024-12-15
"Tunisair, Royal Air Maroc",2,593 €,16h 40min,ABJ,2024-12-15
"Nouvelair, Royal Air Maroc",2,728 €,14h 50min,ABJ,2024-12-15
Lufthansa,2,970 €,15h 45min,ABJ,2024-12-15
Lufthansa,2,970 €,15h 45min,ABJ,2024-12-15
Lufthansa,2,970 €,15h 45min,ABJ,2024-12-15
"Nouvelair, Royal Air Maroc",2,711 €,16h 55min,ABJ,2024-12-15
"Transavia France, Royal Air Maroc",2,624 €,20h 00min,ABJ,2024-12-15
"Lufthansa, Royal Air Maroc",3,584 €,17h 30min,ABJ,2024-12-15
Plusieurs compagnies,3,649 €,17h 30min,ABJ,2024-12-15
"Lufthansa, Brussels Airlines",2,1 419 €,15h 45min,ABJ,2024-12-15
Nouvelair,0,49 €,2h 35min,PAR,2024-12-15
Nouvelair,0,44 €,2h 35min,PAR,2024-12-15
Tunisair,0,77 €,2h 25min,PAR,2024-12-15
Transavia France,0,89 €,2h 40min,PAR,2024-12-15
Transavia France,0,91 €,2h 40min,PAR,2024-12-15
Nouvelair,0,96 €,2h 35min,PAR,2024-12-15
Tunisair,0,108 €,2h 30min,PAR,2024-12-15
Tunisair,0,123 €,2h 25min,PAR,2024-12-15
Transavia France,0,123 €,2h 35min,PAR,2024-12-15
Air France,0,152 €,2h 40min,PAR,2024-12-15
Air France,0,152 €,2h 40min,PAR,2024-12-15
Air France,0,183 €,2h 40min,PAR,2024-12-15
"Tunisair, easyJet",1,106 €,5h 00min,PAR,2024-12-15
"Nouvelair, easyJet",1,110 €,5h 30min,PAR,2024-12-15
"Tunisair, easyJet",1,119 €,5h 00min,PAR,2024-12-15
"Nouvelair, Vueling",1,97 €,9h 30min,PAR,2024-12-15
ITA Airways,1,167 €,4h 40min,PAR,2024-12-15
"Nouvelair, easyJet",1,97 €,10h 45min,PAR,2024-12-15
"Nouvelair, easyJet",1,106 €,8h 30min,PAR,2024-12-15
"Tunisair, easyJet",1,106 €,8h 40min,PAR,2024-12-15
"Tunisair, easyJet",1,153 €,5h 00min,PAR,2024-12-15
"Tunisair, easyJet",1,115 €,7h 25min,PAR,2024-12-15
Lufthansa,1,199 €,5h 15min,PAR,2024-12-15
"Tunisair, easyJet",1,158 €,5h 00min,PAR,2024-12-15
"Tunisair, Ryanair",1,109 €,9h 00min,PAR,2024-12-15
"Tunisair, Wizz Air",1,123 €,7h 25min,PAR,2024-12-15
"Tunisair, easyJet",1,108 €,9h 30min,PAR,2024-12-15
"Tunisair, easyJet",1,123 €,7h 20min,PAR,2024-12-15
"Tunisair, easyJet",1,123 €,7h 20min,PAR,2024-12-15
"Tunisair, easyJet",1,113 €,8h 40min,PAR,2024-12-15
"Nouvelair, easyJet",1,124 €,7h 35min,PAR,2024-12-15
Air Algerie,0,117 €,1h 20min,ALG,2024-12-15
Air Algerie,0,109 €,1h 20min,ALG,2024-12-15
Air Algerie,0,110 €,1h 20min,ALG,2024-12-15
Tunisair,0,115 €,1h 20min,ALG,2024-12-15
"Tunisair, Transavia France",1,116 €,7h 55min,ALG,2024-12-15
"Nouvelair, Air Algerie",1,161 €,7h 10min,ALG,2024-12-15
Air France,1,212 €,7h 25min,ALG,2024-12-15
"Nouvelair, ASL Airlines France",1,159 €,9h 55min,ALG,2024-12-15
Air France,1,176 €,14h 55min,ALG,2024-12-15
"Nouvelair, Transavia France",1,168 €,10h 00min,ALG,2024-12-15
"Tunisair, Vueling",1,208 €,5h 25min,ALG,2024-12-15
"Nouvelair, Vueling",2,136 €,10h 55min,ALG,2024-12-15
Air France,1,252 €,6h 50min,ALG,2024-12-15
Air France,1,212 €,9h 15min,ALG,2024-12-15
Air France,1,252 €,7h 10min,ALG,2024-12-15
"Tunisair, Vueling",1,166 €,11h 35min,ALG,2024-12-15
"Tunisair, Air Algerie",1,209 €,7h 10min,ALG,2024-12-15
"Tunisair, Air Algerie",1,229 €,6h 45min,ALG,2024-12-15
ITA Airways,1,547 €,5h 05min,ALG,2024-12-15
Transavia France,1,228 €,7h 55min,ALG,2024-12-15
Transavia France,1,226 €,11h 05min,ALG,2024-12-15
"Tunisair, Air Algerie",1,288 €,5h 20min,ALG,2024-12-15
"Nouvelair, Transavia France",1,187 €,13h 30min,ALG,2024-12-15
Turkish Airlines,1,306 €,11h 15min,ALG,2024-12-15
"Tunisair, Vueling",2,151 €,15h 55min,ALG,2024-12-15
"Tunisair, ASL Airlines France",1,236 €,8h 55min,ALG,2024-12-15
Air France,1,259 €,12h 30min,ALG,2024-12-15
Air France,1,259 €,12h 35min,ALG,2024-12-15
"Tunisair, Vueling",2,157 €,15h 55min,ALG,2024-12-15
"Transavia France, Air Algerie",1,260 €,8h 30min,ALG,2024-12-15
Turkish Airlines,1,374 €,11h 45min,ALG,2024-12-15
Tunisair,0,171 €,2h 15min,MAD,2024-12-22
Tunisair,0,170 €,2h 15min,MAD,2024-12-22
"Nouvelair, Vueling",2,114 €,21h 55min,MAD,2024-12-22
ITA Airways,1,178 €,4h 59min,MAD,2024-12-22
"Nouvelair, Iberia",1,122 €,9h 35min,MAD,2024-12-22
"Nouvelair, easyJet",1,152 €,5h 30min,MAD,2024-12-22
"Tunisair, Air Europa",1,173 €,5h 05min,MAD,2024-12-22
"Air Algerie, Iberia",1,159 €,6h 20min,MAD,2024-12-22
"Nouvelair, Ryanair",1,172 €,6h 50min,MAD,2024-12-22
"Nouvelair, Volotea",1,219 €,5h 20min,MAD,2024-12-22
Royal Air Maroc,1,260 €,6h 15min,MAD,2024-12-22
"Nouvelair, Iberia",1,163 €,8h 45min,MAD,2024-12-22
"Nouvelair, Ryanair",1,162 €,9h 20min,MAD,2024-12-22
"ITA Airways, Ryanair",1,223 €,5h 45min,MAD,2024-12-22
ITA Airways,1,264 €,5h 45min,MAD,2024-12-22
"Tunisair, Ryanair",1,179 €,9h 50min,MAD,2024-12-22
Transavia France,1,321 €,6h 40min,MAD,2024-12-22
"Tunisair, Ryanair",1,185 €,9h 10min,MAD,2024-12-22
"ITA Airways, Iberia",1,287 €,5h 55min,MAD,2024-12-22
"ITA Airways, Iberia",1,217 €,7h 30min,MAD,2024-12-22
"ITA Airways, Air Europa",1,313 €,5h 45min,MAD,2024-12-22
Royal Air Maroc,1,260 €,8h 50min,MAD,2024-12-22
Transavia France,1,334 €,5h 50min,MAD,2024-12-22
"Tunisair, Iberia",1,273 €,6h 35min,MAD,2024-12-22
"Royal Air Maroc, Air Arabia Maroc",1,203 €,9h 25min,MAD,2024-12-22
Air France,1,420 €,6h 00min,MAD,2024-12-22
"Tunisair, easyJet",1,210 €,9h 30min,MAD,2024-12-22
Transavia France,1,321 €,9h 05min,MAD,2024-12-22
Air France,1,460 €,6h 30min,MAD,2024-12-22
"Tunisair, ITA Airways",1,222 €,9h 10min,MAD,2024-12-22
"Tunisair, Iberia",1,367 €,6h 50min,MAD,2024-12-22
Air France,1,526 €,6h 05min,MAD,2024-12-22
Royal Air Maroc,2,1 044 €,11h 05min,COO,2024-12-22
"Royal Air Maroc, Air Senegal",2,498 €,26h 25min,COO,2024-12-22
"Tunisair, Mauritania Airlines",2,610 €,17h 45min,COO,2024-12-22
Royal Air Maroc,2,969 €,11h 05min,COO,2024-12-22
"ITA Airways, Ethiopian Air",2,784 €,17h 15min,COO,2024-12-22
Air France,1,1 477 €,10h 15min,COO,2024-12-22
Turkish Airlines,2,866 €,15h 25min,COO,2024-12-22
"Tunisair, Corsair",1,1 090 €,11h 20min,COO,2024-12-22
"Royal Air Maroc, RwandAir",2,688 €,19h 10min,COO,2024-12-22
Air France,1,1 224 €,15h 40min,COO,2024-12-22
"Nouvelair, Corsair",1,1 100 €,12h 20min,COO,2024-12-22
"Royal Air Maroc, Mauritania Airlines",2,748 €,17h 50min,COO,2024-12-22
"Royal Air Maroc, Hahn Air Systems",2,774 €,16h 55min,COO,2024-12-22
Royal Air Maroc,2,970 €,17h 35min,COO,2024-12-22
"Royal Air Maroc, Air Côte d’Ivoire",2,1 004 €,15h 55min,COO,2024-12-22
"Lufthansa, Air France",2,2 641 €,18h 10min,COO,2024-12-22
"Lufthansa, Corsair",2,1 220 €,16h 50min,COO,2024-12-22
"Tunisair, Turkish Airlines",3,1 128 €,18h 25min,COO,2024-12-22
"Lufthansa, Air France",2,2 641 €,18h 10min,COO,2024-12-22
"Nouvelair, Ryanair",1,93 €,9h 10min,CRL,2024-12-22
Air France,1,122 €,6h 41min,CRL,2024-12-22
"Tunisair, Ryanair",1,118 €,9h 40min,CRL,2024-12-22
"Tunisair, Ryanair",1,148 €,7h 50min,CRL,2024-12-22
Plusieurs compagnies,2,152 €,10h 10min,CRL,2024-12-22
Plusieurs compagnies,2,153 €,10h 10min,CRL,2024-12-22
"Tunisair Express, Ryanair",1,207 €,6h 20min,CRL,2024-12-22
Plusieurs compagnies,2,168 €,10h 10min,CRL,2024-12-22
Plusieurs compagnies,2,181 €,10h 40min,CRL,2024-12-22
Plusieurs compagnies,2,182 €,10h 40min,CRL,2024-12-22
Plusieurs compagnies,2,189 €,10h 40min,CRL,2024-12-22
Plusieurs compagnies,2,232 €,8h 50min,CRL,2024-12-22
Plusieurs compagnies,2,244 €,8h 25min,CRL,2024-12-22
"Tunisair, Ryanair",1,283 €,7h 45min,CRL,2024-12-22
Plusieurs compagnies,2,211 €,10h 55min,CRL,2024-12-22
Plusieurs compagnies,2,195 €,11h 55min,CRL,2024-12-22
"Tunisair, Ryanair",1,146 €,14h 10min,CRL,2024-12-22
Plusieurs compagnies,2,242 €,10h 30min,CRL,2024-12-22
"Tunisair, Ryanair",1,281 €,9h 10min,CRL,2024-12-22
"ITA Airways, Ryanair",2,221 €,11h 30min,CRL,2024-12-22
"ITA Airways, Ryanair",2,222 €,11h 30min,CRL,2024-12-22
"ITA Airways, Ryanair",2,158 €,15h 00min,CRL,2024-12-22
"ITA Airways, Ryanair",2,190 €,14h 00min,CRL,2024-12-22
"Lufthansa, Ryanair",2,228 €,9h 50min,CRL,2024-12-22
"ITA Airways, Ryanair",1,145 €,16h 20min,CRL,2024-12-22
Plusieurs compagnies,2,176 €,14h 55min,CRL,2024-12-22
Plusieurs compagnies,2,204 €,13h 55min,CRL,2024-12-22
"Tunisair, Ryanair",2,182 €,14h 55min,CRL,2024-12-22
"Tunisair, Ryanair",2,183 €,14h 55min,CRL,2024-12-22
Plusieurs compagnies,2,189 €,14h 55min,CRL,2024-12-22
Air France,1,122 €,6h 41min,ANR,2024-12-22
Plusieurs compagnies,2,269 €,12h 00min,ANR,2024-12-22
Plusieurs compagnies,3,544 €,17h 00min,ANR,2024-12-22
Plusieurs compagnies,3,630 €,17h 00min,ANR,2024-12-22
Plusieurs compagnies,3,254 €,33h 50min,OST,2024-12-22
